unit,theme,词类,词,pinyin,例句,English translation
10,购物·金钱,名词,网购,wǎnggòu,她喜欢深夜网购。,She likes shopping online late at night.
10,购物·金钱,名词,现金,xiànjīn,现在很少有人带现金。,Very few people carry cash these days.
10,购物·金钱,名词,银行卡,yínhángkǎ,我的银行卡不见了。,My bank card is missing.
10,购物·金钱,名词,红包,hóngbāo,过年孩子们都收红包。,Children receive red envelopes at New Year.
10,购物·金钱,名词,余额,yú'é,卡里余额不多了。,There's not much left in the account.
10,购物·金钱,名词,优惠,yōuhuì,新用户有优惠。,New users get a discount.
10,购物·金钱,名词,订单,dìngdān,你的订单已经发货了。,Your order has already been dispatched.
10,购物·金钱,名词,发票,fāpiào,请给我开张发票。,Please issue me an invoice.
10,购物·金钱,名词,网店,wǎngdiàn,她开了一家网店卖衣服。,She runs an online shop selling clothes.
10,购物·金钱,名词,店员,diànyuán,店员帮我找了合适的尺码。,The shop assistant helped me find the right size.
10,购物·金钱,量词,元,yuán,这本书三十元。,This book costs thirty yuan.
10,购物·金钱,量词,块,kuài,苹果五块钱一斤。,Apples are five yuan a jin.
10,购物·金钱,量词,毛,máo,找您五毛钱。,Here's fifty fen in change.
10,购物·金钱,量词,斤,jīn,我买了两斤香蕉。,I bought two jin of bananas.
10,购物·金钱,量词,公斤,gōngjīn,行李不能超过二十公斤。,Luggage must not exceed twenty kilograms.
10,购物·金钱,量词,米,mǐ,他身高一米八。,He's 1.8 metres tall.
10,购物·金钱,动词,买,mǎi,我想买个新手机。,I want to buy a new phone.
10,购物·金钱,动词,卖,mài,这家店只卖水果。,This shop only sells fruit.
10,购物·金钱,动词,付,fù,这次我来付。,I'll pay this time.
10,购物·金钱,动词,花,huā,装修花了不少钱。,The renovation cost quite a lot.
10,购物·金钱,动词,省,shěng,拼车能省不少钱。,Carpooling can save a lot of money.
10,购物·金钱,动词,存,cún,她每月存两千块。,She saves two thousand yuan a month.
10,购物·金钱,动词,借,jiè,我能借你的充电器吗？,Can I borrow your charger?
10,购物·金钱,动词,还,huán,借的书下周要还。,The book I borrowed must be returned next week.
10,购物·金钱,动词,退,tuì,不合适可以七天退货。,You can return it within seven days if it doesn't fit.
10,购物·金钱,动词,挑,tiāo,妈妈在挑西红柿。,Mum is picking out tomatoes.
10,购物·金钱,动词,选,xuǎn,两个颜色，你选一个。,There are two colours. Choose one.
10,购物·金钱,动词,打折,dǎzhé,这双鞋正在打折。,These shoes are on sale.
10,购物·金钱,动词,扫码,sǎomǎ,扫码就能点餐。,You can order food by scanning the code.
10,购物·金钱,动词,付款,fùkuǎn,请到前台付款。,Please pay at the counter.
10,购物·金钱,动词,下单,xiàdān,我昨晚下单，今天就到了。,"I placed the order last night, and it arrived today."
10,购物·金钱,动词,转账,zhuǎnzhàng,我把房租转账给你。,I transferred the rent to you.
10,购物·金钱,动词,刷卡,shuākǎ,这里可以刷卡吗？,Can I pay by card here?
10,购物·金钱,动词,支付,zhīfù,现在大家都用手机支付。,Everyone uses mobile payments these days.
10,购物·金钱,形容词,贵,guì,这家餐厅有点贵。,This restaurant is a bit expensive.
10,购物·金钱,形容词,便宜,piányi,换季的衣服很便宜。,Clothes are cheap at the end of the season.
10,购物·金钱,形容词,值,zhí,这钱花得值。,It was money well spent.
10,购物·金钱,形容词,富,fù,这个村靠种茶富了起来。,This village became prosperous by growing tea.
10,购物·金钱,形容词,穷,qióng,他小时候家里很穷。,His family was very poor when he was little.
10,购物·金钱,形容词,免费,miǎnfèi,展览今天免费参观。,Entry to the exhibition is free today.
10,购物·金钱,短语,多少钱,duōshao qián,老板，这个多少钱？,How much is this?
11,自然·天气·动物,名词,阳光,yángguāng,今天阳光真好。,The sunshine is lovely today.
11,自然·天气·动物,名词,天空,tiānkōng,天空中一朵云也没有。,There's not a cloud in the sky.
11,自然·天气·动物,名词,太阳,tàiyáng,太阳出来了，晒晒被子吧。,The sun is out. Let's air the quilts.
11,自然·天气·动物,名词,月亮,yuèliang,今晚的月亮又大又圆。,The moon is big and round tonight.
11,自然·天气·动物,名词,星星,xīngxing,山里能看到满天星星。,You can see a sky full of stars in the mountains.
11,自然·天气·动物,名词,云,yún,天上的云像棉花糖。,The clouds look like candy floss.
11,自然·天气·动物,名词,风,fēng,今天风很大，戴好帽子。,It's very windy today. Keep your hat on.
11,自然·天气·动物,名词,雨,yǔ,雨下了一整天。,It rained all day.
11,自然·天气·动物,名词,雪,xuě,昨晚下了今年第一场雪。,It snowed for the first time this year last night.
11,自然·天气·动物,名词,雷,léi,打雷了，别站在树下。,It's thundering. Don't stand under a tree.
11,自然·天气·动物,名词,天气,tiānqì,明天天气怎么样？,What's the weather forecast for tomorrow?
11,自然·天气·动物,名词,气温,qìwēn,今天气温降到零下了。,Temperatures have dropped below zero today.
11,自然·天气·动物,名词,温度,wēndù,空调温度别开太低。,Don't set the air-conditioning temperature too low.
11,自然·天气·动物,名词,空气,kōngqì,雨后的空气很清新。,The air is very fresh after the rain.
11,自然·天气·动物,名词,火,huǒ,做饭时别离开火。,Don't leave the stove unattended while cooking.
11,自然·天气·动物,名词,光,guāng,月光照进了房间。,Moonlight shines into the room.
11,自然·天气·动物,名词,河,hé,小时候我常在河里游泳。,I often swam in the river when I was little.
11,自然·天气·动物,名词,海,hǎi,我还没见过海。,I've never seen the sea.
11,自然·天气·动物,名词,湖,hú,湖水清得能看到鱼。,The lake water is so clear that you can see the fish.
11,自然·天气·动物,名词,山,shān,这座山不高，很好爬。,This mountain isn't high and is easy to climb.
11,自然·天气·动物,名词,石头,shítou,孩子往水里扔石头玩。,The child is throwing stones into the water for fun.
11,自然·天气·动物,名词,土,tǔ,花盆里的土干了。,The soil in the flowerpot has dried out.
11,自然·天气·动物,名词,树,shù,院子里有一棵老树。,There's an old tree in the courtyard.
11,自然·天气·动物,名词,草,cǎo,春天的草绿油油的。,The grass is lush and green in spring.
11,自然·天气·动物,名词,花,huā,阳台上的花开了。,The flowers on the balcony are blooming.
11,自然·天气·动物,名词,叶子,yèzi,秋天叶子落了一地。,"In autumn, leaves cover the ground."
11,自然·天气·动物,名词,森林,sēnlín,我们在森林里迷了路。,We got lost in the forest.
11,自然·天气·动物,名词,地,dì,地上都是落叶。,The ground is covered with fallen leaves.
11,自然·天气·动物,名词,环境,huánjìng,这里的环境很安静。,It's very peaceful here.
11,自然·天气·动物,名词,地球,dìqiú,地球是我们共同的家。,The Earth is our shared home.
11,自然·天气·动物,名词,世界,shìjiè,我想去看看世界。,I want to see the world.
11,自然·天气·动物,名词,狗,gǒu,邻居家的狗很凶。,The neighbour's dog is very fierce.
11,自然·天气·动物,名词,猫,māo,我家的猫怕水。,My cat is afraid of water.
11,自然·天气·动物,名词,鸟,niǎo,早上被鸟叫醒了。,I was woken up by birds singing this morning.
11,自然·天气·动物,名词,猪,zhū,猪其实很聪明。,Pigs are actually very clever.
11,自然·天气·动物,名词,牛,niú,田里有几头牛。,There are several cows in the field.
11,自然·天气·动物,名词,羊,yáng,山坡上有一群羊。,There's a flock of sheep on the hillside.
11,自然·天气·动物,名词,马,mǎ,她第一次骑马有点紧张。,She was a little nervous the first time she rode a horse.
11,自然·天气·动物,名词,兔子,tùzi,兔子爱吃胡萝卜。,Rabbits like eating carrots.
11,自然·天气·动物,名词,老鼠,lǎoshǔ,猫抓住了一只老鼠。,The cat caught a mouse.
11,自然·天气·动物,名词,虫,chóng,叶子上有一只小虫。,There's a little bug on the leaf.
11,自然·天气·动物,名词,蛇,shé,他最怕蛇。,He's most afraid of snakes.
11,自然·天气·动物,名词,宠物,chǒngwù,这栋楼不让养宠物。,Pets are not allowed in this building.
11,自然·天气·动物,动词,下,xià,外面下雨了。,It's raining outside.
11,自然·天气·动物,动词,刮,guā,晚上要刮大风。,There will be strong winds tonight.
11,自然·天气·动物,动词,流,liú,河水慢慢地流。,The river flows slowly.
11,自然·天气·动物,动词,吹,chuī,海边的风吹得很舒服。,The sea breeze feels very pleasant.
11,自然·天气·动物,形容词,冷,lěng,今天冷，多穿点。,It's cold today. Put on more clothes.
11,自然·天气·动物,形容词,热,rè,屋里比外面热。,It's warmer indoors than outside.
11,自然·天气·动物,形容词,暖,nuǎn,三月的天开始暖起来了。,The weather starts to warm up in March.
11,自然·天气·动物,形容词,凉,liáng,汤凉了，我热一下。,"The soup has gone cold, so I'll heat it up."
11,自然·天气·动物,形容词,晴,qíng,明天是个大晴天。,"Tomorrow will be a bright, sunny day."
11,自然·天气·动物,形容词,阴,yīn,天阴得要下雨了。,It's overcast; it looks like it might rain.
11,自然·天气·动物,形容词,干,gān,洗的衣服还没干。,The clothes I washed haven't dried yet.
11,自然·天气·动物,形容词,湿,shī,鞋子被雨淋湿了。,My shoes got wet in the rain.
11,自然·天气·动物,量词,只,zhī,树上有两只鸟。,There are two birds in the tree.
11,自然·天气·动物,量词,条,tiáo,他钓到了一条大鱼。,He caught a big fish.
11,自然·天气·动物,量词,头,tóu,农场里养了十头猪。,The farm has ten pigs.
11,自然·天气·动物,量词,棵,kē,门前种了一棵桃树。,A peach tree was planted in front of the door.
11,自然·天气·动物,量词,朵,duǒ,她头上戴了一朵花。,She's wearing a flower in her hair.
11,自然·天气·动物,量词,座,zuò,城里新修了一座大桥。,A large bridge has just been built in the city.
12,情感·沟通·社会,名词,心情,xīnqíng,今天我心情特别好。,I'm in a particularly good mood today.
12,情感·沟通·社会,名词,感情,gǎnqíng,他们的感情一直很好。,They have always had a good relationship.
12,情感·沟通·社会,名词,爱情,àiqíng,这部电影讲的是爱情故事。,This film is a love story.
12,情感·沟通·社会,名词,友谊,yǒuyì,干杯，为我们的友谊！,Cheers to our friendship!
12,情感·沟通·社会,名词,脾气,píqi,他脾气好，从不着急。,He's easy-going and never gets impatient.
12,情感·沟通·社会,名词,性格,xìnggé,她性格开朗，朋友很多。,She's outgoing and has many friends.
12,情感·沟通·社会,名词,习惯,xíguàn,我习惯早睡早起。,I'm used to going to bed and getting up early.
12,情感·沟通·社会,名词,态度,tàidù,他的态度突然变了。,His attitude suddenly changed.
12,情感·沟通·社会,名词,想法,xiǎngfǎ,我有一个新想法。,I have a new idea.
12,情感·沟通·社会,名词,意思,yìsi,这句话是什么意思？,What does this sentence mean?
12,情感·沟通·社会,名词,新闻,xīnwén,今天有条新闻很有意思。,There's an interesting news story today.
12,情感·沟通·社会,名词,原因,yuányīn,迟到的原因是堵车。,I was late because of a traffic jam.
12,情感·沟通·社会,名词,结果,jiéguǒ,检查结果一切正常。,The test results are all normal.
12,情感·沟通·社会,名词,希望,xīwàng,别放弃，还有希望。,Don't give up; there's still hope.
12,情感·沟通·社会,名词,梦,mèng,我昨晚做了个奇怪的梦。,I had a strange dream last night.
12,情感·沟通·社会,名词,关系,guānxi,没关系，慢慢来。,That's all right. Take your time.
12,情感·沟通·社会,名词,社会,shèhuì,大学生要多了解社会。,University students should learn more about society.
12,情感·沟通·社会,名词,政府,zhèngfǔ,政府新建了一个公园。,The government has built a new park.
12,情感·沟通·社会,名词,人民,rénmín,人民的生活越来越好。,People's lives are getting better and better.
12,情感·沟通·社会,名词,声音,shēngyīn,隔壁的声音太大了。,The noise next door is too loud.
12,情感·沟通·社会,名词,机会,jīhuì,这是个难得的机会。,This is a rare opportunity.
12,情感·沟通·社会,名词,办法,bànfǎ,总会有办法的，别急。,There's always a way. Don't worry.
12,情感·沟通·社会,名词,信心,xìnxīn,我对你有信心。,I have confidence in you.
12,情感·沟通·社会,名词,压力,yālì,他最近工作压力很大。,He's been under a lot of pressure at work recently.
12,情感·沟通·社会,名词,感觉,gǎnjué,我感觉今天会下雨。,I have a feeling it will rain today.
12,情感·沟通·社会,名词,印象,yìnxiàng,我对他印象不错。,I have a good impression of him.
12,情感·沟通·社会,名词,误会,wùhuì,这是一场误会。,This is a misunderstanding.
12,情感·沟通·社会,动词,说,shuō,你说得对。,You're right.
12,情感·沟通·社会,动词,讲,jiǎng,爷爷爱讲过去的故事。,Grandpa likes telling stories about the past.
12,情感·沟通·社会,动词,谈,tán,我们找时间谈一谈。,Let's find time to talk.
12,情感·沟通·社会,动词,聊,liáo,我们聊了一下午。,We chatted all afternoon.
12,情感·沟通·社会,动词,告诉,gàosu,别告诉别人这件事。,Don't tell anyone else about this.
12,情感·沟通·社会,动词,回答,huídá,这个问题我不知道怎么回答。,I don't know how to answer this question.
12,情感·沟通·社会,动词,解释,jiěshì,你听我解释。,Listen to my explanation.
12,情感·沟通·社会,动词,介绍,jièshào,我来介绍一下我自己。,Let me introduce myself.
12,情感·沟通·社会,动词,商量,shāngliang,这事我得跟家人商量。,I need to discuss this with my family.
12,情感·沟通·社会,动词,讨论,tǎolùn,我们下午讨论这个方案。,We'll discuss this proposal this afternoon.
12,情感·沟通·社会,动词,决定,juédìng,我决定开始学画画。,I've decided to start learning to draw.
12,情感·沟通·社会,动词,想,xiǎng,我想家了。,I miss home.
12,情感·沟通·社会,动词,觉得,juéde,我觉得这个主意不错。,I think this is a good idea.
12,情感·沟通·社会,动词,知道,zhīdào,这件事我早就知道了。,I've known about this for a long time.
12,情感·沟通·社会,动词,明白,míngbai,现在我明白了。,Now I understand.
12,情感·沟通·社会,动词,懂,dǒng,这句话你懂了吗？,Do you understand this sentence?
12,情感·沟通·社会,动词,了解,liǎojiě,我们先了解一下情况。,Let's first find out what is going on.
12,情感·沟通·社会,动词,相信,xiāngxìn,我相信你能做到。,I believe you can do it.
12,情感·沟通·社会,动词,记得,jìde,你还记得我吗？,Do you still remember me?
12,情感·沟通·社会,动词,忘,wàng,我忘了带伞。,I forgot to bring an umbrella.
12,情感·沟通·社会,动词,担心,dānxīn,妈妈很担心你的安全。,Mum is very worried about your safety.
12,情感·沟通·社会,动词,害怕,hàipà,小时候我害怕黑。,"When I was little, I was afraid of the dark."
12,情感·沟通·社会,动词,怕,pà,我怕迟到，先出门了。,"I was afraid of being late, so I left early."
12,情感·沟通·社会,动词,生气,shēngqì,你别生气，我错了。,Don't be angry. It was my fault.
12,情感·沟通·社会,动词,哭,kū,电影看得她哭了。,The film made her cry.
12,情感·沟通·社会,动词,笑,xiào,他笑起来很好看。,He has a lovely smile.
12,情感·沟通·社会,动词,感谢,gǎnxiè,感谢大家的帮助。,Thank you all for your help.
12,情感·沟通·社会,动词,道歉,dàoqiàn,他向我道歉了。,He apologised to me.
12,情感·沟通·社会,动词,同意,tóngyì,爸爸同意我养狗了。,Dad agreed to let me have a dog.
12,情感·沟通·社会,动词,反对,fǎnduì,没有人反对这个计划。,No one objected to this plan.
12,情感·沟通·社会,动词,骂,mà,他从来不骂人。,He never swears at people.
12,情感·沟通·社会,动词,夸,kuā,老师夸我进步很大。,The teacher praised me for making a lot of progress.
12,情感·沟通·社会,动词,劝,quàn,我劝他早点休息。,I advised him to get some rest early.
12,情感·沟通·社会,动词,祝,zhù,祝你们一路顺风！,Have a safe journey!
12,情感·沟通·社会,形容词,高兴,gāoxìng,见到你真高兴。,I'm very happy to see you.
12,情感·沟通·社会,形容词,开心,kāixīn,今天玩得很开心。,We had a great time today.
12,情感·沟通·社会,形容词,快乐,kuàilè,祝你新年快乐！,Happy New Year!
12,情感·沟通·社会,形容词,难过,nánguò,别难过，下次再努力。,Don't be upset. Try harder next time.
12,情感·沟通·社会,形容词,伤心,shāngxīn,她伤心地哭了。,She cried sadly.
12,情感·沟通·社会,形容词,紧张,jǐnzhāng,第一次上台演讲，我很紧张。,I was very nervous the first time I gave a speech on stage.
12,情感·沟通·社会,形容词,奇怪,qíguài,真奇怪，钥匙怎么不见了？,That's strange. Where have the keys gone?
12,情感·沟通·社会,形容词,特别,tèbié,这家店的味道很特别。,The food at this restaurant is very distinctive.
12,情感·沟通·社会,形容词,普通,pǔtōng,他只是一个普通的上班族。,He's just an ordinary office worker.
12,情感·沟通·社会,形容词,安静,ānjìng,请保持安静。,Please keep quiet.
12,情感·沟通·社会,形容词,热闹,rènao,过年的时候街上特别热闹。,The streets are especially lively during the New Year.
